time_sec,sat_id,name,x_km,y_km,altitude_km,beam_idx,target_cell_id
-102.0,2,OneWeb-A4-12,300.0000,-1011.4800,1200.0,0,51
-102.0,2,OneWeb-A4-12,300.0000,-1011.4800,1200.0,1,75
-102.0,3,Telesat-LS7,-542.4498,-542.4498,1015.0,0,72
-102.0,3,Telesat-LS7,-542.4498,-542.4498,1015.0,1,75
-102.0,3,Telesat-LS7,-542.4498,-542.4498,1015.0,2,78
-102.0,3,Telesat-LS7,-542.4498,-542.4498,1015.0,3,96
-102.0,3,Telesat-LS7,-542.4498,-542.4498,1015.0,4,99
-102.0,3,Telesat-LS7,-542.4498,-542.4498,1015.0,5,102
-102.0,4,Kuiper-K3-552,1003.0200,393.1510,630.0,0,0
-102.0,4,Kuiper-K3-552,1003.0200,393.1510,630.0,1,3
-102.0,4,Kuiper-K3-552,1003.0200,393.1510,630.0,2,6
-102.0,4,Kuiper-K3-552,1003.0200,393.1510,630.0,3,9
-102.0,4,Kuiper-K3-552,1003.0200,393.1510,630.0,4,108
-102.0,4,Kuiper-K3-552,1003.0200,393.1510,630.0,5,111
-102.0,4,Kuiper-K3-552,1003.0200,393.1510,630.0,6,114
-102.0,4,Kuiper-K3-552,1003.0200,393.1510,630.0,7,117
-100.0,1,Starlink-1247,-988.2000,207.5900,550.0,0,27
-100.0,1,Starlink-1247,-988.2000,207.5900,550.0,1,30
-100.0,1,Starlink-1247,-988.2000,207.5900,550.0,2,33
-100.0,1,Starlink-1247,-988.2000,207.5900,550.0,3,34
-100.0,2,OneWeb-A4-12,300.0000,-997.2000,1200.0,0,51
-100.0,2,OneWeb-A4-12,300.0000,-997.2000,1200.0,1,75
-100.0,3,Telesat-LS7,-532.0553,-532.0553,1015.0,0,60
-100.0,3,Telesat-LS7,-532.0553,-532.0553,1015.0,1,63
-100.0,3,Telesat-LS7,-532.0553,-532.0553,1015.0,2,66
-100.0,3,Telesat-LS7,-532.0553,-532.0553,1015.0,3,84
-100.0,3,Telesat-LS7,-532.0553,-532.0553,1015.0,4,87
-100.0,3,Telesat-LS7,-532.0553,-532.0553,1015.0,5,90
-100.0,4,Kuiper-K3-552,987.8000,392.3900,630.0,0,1
-100.0,4,Kuiper-K3-552,987.8000,392.3900,630.0,1,4
-100.0,4,Kuiper-K3-552,987.8000,392.3900,630.0,2,7
-100.0,4,Kuiper-K3-552,987.8000,392.3900,630.0,3,10
-100.0,4,Kuiper-K3-552,987.8000,392.3900,630.0,4,109
-100.0,4,Kuiper-K3-552,987.8000,392.3900,630.0,5,112
-100.0,4,Kuiper-K3-552,987.8000,392.3900,630.0,6,115
-100.0,4,Kuiper-K3-552,987.8000,392.3900,630.0,7,118
-98.0,1,Starlink-1247,-973.0200,208.3490,550.0,0,27
-98.0,1,Starlink-1247,-973.0200,208.3490,550.0,1,30
-98.0,1,Starlink-1247,-973.0200,208.3490,550.0,2,33
-98.0,1,Starlink-1247,-973.0200,208.3490,550.0,3,34
-98.0,2,OneWeb-A4-12,300.0000,-982.9200,1200.0,0,51
-98.0,2,OneWeb-A4-12,300.0000,-982.9200,1200.0,1,75
-98.0,3,Telesat-LS7,-521.6608,-521.6608,1015.0,0,60
-98.0,3,Telesat-LS7,-521.6608,-521.6608,1015.0,1,63
-98.0,3,Telesat-LS7,-521.6608,-521.6608,1015.0,2,66
-98.0,3,Telesat-LS7,-521.6608,-521.6608,1015.0,3,84
-98.0,3,Telesat-LS7,-521.6608,-521.6608,1015.0,4,87
-98.0,3,Telesat-LS7,-521.6608,-521.6608,1015.0,5,90
-98.0,4,Kuiper-K3-552,972.5800,391.6290,630.0,0,1
-98.0,4,Kuiper-K3-552,972.5800,391.6290,630.0,1,4
-98.0,4,Kuiper-K3-552,972.5800,391.6290,630.0,2,7
-98.0,4,Kuiper-K3-552,972.5800,391.6290,630.0,3,10
-98.0,4,Kuiper-K3-552,972.5800,391.6290,630.0,4,109
-98.0,4,Kuiper-K3-552,972.5800,391.6290,630.0,5,112
-98.0,4,Kuiper-K3-552,972.5800,391.6290,630.0,6,115
-98.0,4,Kuiper-K3-552,972.5800,391.6290,630.0,7,118
-96.0,1,Starlink-1247,-957.8400,209.1080,550.0,0,26
-96.0,1,Starlink-1247,-957.8400,209.1080,550.0,1,29
-96.0,1,Starlink-1247,-957.8400,209.1080,550.0,2,32
-96.0,1,Starlink-1247,-957.8400,209.1080,550.0,3,22
-96.0,2,OneWeb-A4-12,300.0000,-968.6400,1200.0,0,52
-96.0,2,OneWeb-A4-12,300.0000,-968.6400,1200.0,1,76
-96.0,3,Telesat-LS7,-511.2664,-511.2664,1015.0,0,60
-96.0,3,Telesat-LS7,-511.2664,-511.2664,1015.0,1,63
-96.0,3,Telesat-LS7,-511.2664,-511.2664,1015.0,2,66
-96.0,3,Telesat-LS7,-511.2664,-511.2664,1015.0,3,84
-96.0,3,Telesat-LS7,-511.2664,-511.2664,1015.0,4,87
-96.0,3,Telesat-LS7,-511.2664,-511.2664,1015.0,5,90
-96.0,4,Kuiper-K3-552,957.3600,390.8680,630.0,0,2
-96.0,4,Kuiper-K3-552,957.3600,390.8680,630.0,1,5
-96.0,4,Kuiper-K3-552,957.3600,390.8680,630.0,2,8
-96.0,4,Kuiper-K3-552,957.3600,390.8680,630.0,3,11
-96.0,4,Kuiper-K3-552,957.3600,390.8680,630.0,4,110
-96.0,4,Kuiper-K3-552,957.3600,390.8680,630.0,5,113
-96.0,4,Kuiper-K3-552,957.3600,390.8680,630.0,6,116
-96.0,4,Kuiper-K3-552,957.3600,390.8680,630.0,7,119
-94.0,1,Starlink-1247,-942.6600,209.8670,550.0,0,26
-94.0,1,Starlink-1247,-942.6600,209.8670,550.0,1,29
-94.0,1,Starlink-1247,-942.6600,209.8670,550.0,2,32
-94.0,1,Starlink-1247,-942.6600,209.8670,550.0,3,22
-94.0,2,OneWeb-A4-12,300.0000,-954.3600,1200.0,0,52
-94.0,2,OneWeb-A4-12,300.0000,-954.3600,1200.0,1,76
-94.0,3,Telesat-LS7,-500.8719,-500.8719,1015.0,0,61
-94.0,3,Telesat-LS7,-500.8719,-500.8719,1015.0,1,64
-94.0,3,Telesat-LS7,-500.8719,-500.8719,1015.0,2,67
-94.0,3,Telesat-LS7,-500.8719,-500.8719,1015.0,3,85
-94.0,3,Telesat-LS7,-500.8719,-500.8719,1015.0,4,88
-94.0,3,Telesat-LS7,-500.8719,-500.8719,1015.0,5,91
-94.0,4,Kuiper-K3-552,942.1400,390.1070,630.0,0,2
-94.0,4,Kuiper-K3-552,942.1400,390.1070,630.0,1,5
-94.0,4,Kuiper-K3-552,942.1400,390.1070,630.0,2,8
-94.0,4,Kuiper-K3-552,942.1400,390.1070,630.0,3,11
-94.0,4,Kuiper-K3-552,942.1400,390.1070,630.0,4,110
-94.0,4,Kuiper-K3-552,942.1400,390.1070,630.0,5,113
-94.0,4,Kuiper-K3-552,942.1400,390.1070,630.0,6,116
-94.0,4,Kuiper-K3-552,942.1400,390.1070,630.0,7,119
-92.0,1,Starlink-1247,-927.4800,210.6260,550.0,0,26
-92.0,1,Starlink-1247,-927.4800,210.6260,550.0,1,29
-92.0,1,Starlink-1247,-927.4800,210.6260,550.0,2,32
-92.0,1,Starlink-1247,-927.4800,210.6260,550.0,3,22
-92.0,2,OneWeb-A4-12,300.0000,-940.0800,1200.0,0,52
-92.0,2,OneWeb-A4-12,300.0000,-940.0800,1200.0,1,76
-92.0,3,Telesat-LS7,-490.4774,-490.4774,1015.0,0,61
-92.0,3,Telesat-LS7,-490.4774,-490.4774,1015.0,1,64
-92.0,3,Telesat-LS7,-490.4774,-490.4774,1015.0,2,67
-92.0,3,Telesat-LS7,-490.4774,-490.4774,1015.0,3,85
-92.0,3,Telesat-LS7,-490.4774,-490.4774,1015.0,4,88
-92.0,3,Telesat-LS7,-490.4774,-490.4774,1015.0,5,91
-92.0,4,Kuiper-K3-552,926.9200,389.3460,630.0,0,1
-92.0,4,Kuiper-K3-552,926.9200,389.3460,630.0,1,4
-92.0,4,Kuiper-K3-552,926.9200,389.3460,630.0,2,7
-92.0,4,Kuiper-K3-552,926.9200,389.3460,630.0,3,10
-92.0,4,Kuiper-K3-552,926.9200,389.3460,630.0,4,109
-92.0,4,Kuiper-K3-552,926.9200,389.3460,630.0,5,112
-92.0,4,Kuiper-K3-552,926.9200,389.3460,630.0,6,115
-92.0,4,Kuiper-K3-552,926.9200,389.3460,630.0,7,118
-90.0,1,Starlink-1247,-912.3000,211.3850,550.0,0,25
-90.0,1,Starlink-1247,-912.3000,211.3850,550.0,1,28
-90.0,1,Starlink-1247,-912.3000,211.3850,550.0,2,31
-90.0,1,Starlink-1247,-912.3000,211.3850,550.0,3,23
-90.0,2,OneWeb-A4-12,300.0000,-925.8000,1200.0,0,52
-90.0,2,OneWeb-A4-12,300.0000,-925.8000,1200.0,1,76
-90.0,3,Telesat-LS7,-480.0830,-480.0830,1015.0,0,73
-90.0,3,Telesat-LS7,-480.0830,-480.0830,1015.0,1,76
-90.0,3,Telesat-LS7,-480.0830,-480.0830,1015.0,2,79
-90.0,3,Telesat-LS7,-480.0830,-480.0830,1015.0,3,97
-90.0,3,Telesat-LS7,-480.0830,-480.0830,1015.0,4,100
-90.0,3,Telesat-LS7,-480.0830,-480.0830,1015.0,5,103
-90.0,4,Kuiper-K3-552,911.7000,388.5850,630.0,0,1
-90.0,4,Kuiper-K3-552,911.7000,388.5850,630.0,1,4
-90.0,4,Kuiper-K3-552,911.7000,388.5850,630.0,2,7
-90.0,4,Kuiper-K3-552,911.7000,388.5850,630.0,3,10
-90.0,4,Kuiper-K3-552,911.7000,388.5850,630.0,4,109
-90.0,4,Kuiper-K3-552,911.7000,388.5850,630.0,5,112
-90.0,4,Kuiper-K3-552,911.7000,388.5850,630.0,6,115
-90.0,4,Kuiper-K3-552,911.7000,388.5850,630.0,7,118
-88.0,1,Starlink-1247,-897.1200,212.1440,550.0,0,25
-88.0,1,Starlink-1247,-897.1200,212.1440,550.0,1,28
-88.0,1,Starlink-1247,-897.1200,212.1440,550.0,2,31
-88.0,1,Starlink-1247,-897.1200,212.1440,550.0,3,23
-88.0,2,OneWeb-A4-12,300.0000,-911.5200,1200.0,0,51
-88.0,2,OneWeb-A4-12,300.0000,-911.5200,1200.0,1,75
-88.0,3,Telesat-LS7,-469.6885,-469.6885,1015.0,0,73
-88.0,3,Telesat-LS7,-469.6885,-469.6885,1015.0,1,76
-88.0,3,Telesat-LS7,-469.6885,-469.6885,1015.0,2,79
-88.0,3,Telesat-LS7,-469.6885,-469.6885,1015.0,3,97
-88.0,3,Telesat-LS7,-469.6885,-469.6885,1015.0,4,100
-88.0,3,Telesat-LS7,-469.6885,-469.6885,1015.0,5,103
-88.0,4,Kuiper-K3-552,896.4800,387.8240,630.0,0,0
-88.0,4,Kuiper-K3-552,896.4800,387.8240,630.0,1,3
-88.0,4,Kuiper-K3-552,896.4800,387.8240,630.0,2,6
-88.0,4,Kuiper-K3-552,896.4800,387.8240,630.0,3,9
-88.0,4,Kuiper-K3-552,896.4800,387.8240,630.0,4,108
-88.0,4,Kuiper-K3-552,896.4800,387.8240,630.0,5,111
-88.0,4,Kuiper-K3-552,896.4800,387.8240,630.0,6,114
-88.0,4,Kuiper-K3-552,896.4800,387.8240,630.0,7,117
-86.0,1,Starlink-1247,-881.9400,212.9030,550.0,0,25
-86.0,1,Starlink-1247,-881.9400,212.9030,550.0,1,28
-86.0,1,Starlink-1247,-881.9400,212.9030,550.0,2,31
-86.0,1,Starlink-1247,-881.9400,212.9030,550.0,3,23
-86.0,2,OneWeb-A4-12,300.0000,-897.2400,1200.0,0,51
-86.0,2,OneWeb-A4-12,300.0000,-897.2400,1200.0,1,75
-86.0,3,Telesat-LS7,-459.2940,-459.2940,1015.0,0,73
-86.0,3,Telesat-LS7,-459.2940,-459.2940,1015.0,1,76
-86.0,3,Telesat-LS7,-459.2940,-459.2940,1015.0,2,79
-86.0,3,Telesat-LS7,-459.2940,-459.2940,1015.0,3,97
-86.0,3,Telesat-LS7,-459.2940,-459.2940,1015.0,4,100
-86.0,3,Telesat-LS7,-459.2940,-459.2940,1015.0,5,103
-86.0,4,Kuiper-K3-552,881.2600,387.0630,630.0,0,0
-86.0,4,Kuiper-K3-552,881.2600,387.0630,630.0,1,3
-86.0,4,Kuiper-K3-552,881.2600,387.0630,630.0,2,6
-86.0,4,Kuiper-K3-552,881.2600,387.0630,630.0,3,9
-86.0,4,Kuiper-K3-552,881.2600,387.0630,630.0,4,108
-86.0,4,Kuiper-K3-552,881.2600,387.0630,630.0,5,111
-86.0,4,Kuiper-K3-552,881.2600,387.0630,630.0,6,114
-86.0,4,Kuiper-K3-552,881.2600,387.0630,630.0,7,117
-84.0,1,Starlink-1247,-866.7600,213.6620,550.0,0,13
-84.0,1,Starlink-1247,-866.7600,213.6620,550.0,1,16
-84.0,1,Starlink-1247,-866.7600,213.6620,550.0,2,19
-84.0,1,Starlink-1247,-866.7600,213.6620,550.0,3,35
-84.0,2,OneWeb-A4-12,300.0000,-882.9600,1200.0,0,51
-84.0,2,OneWeb-A4-12,300.0000,-882.9600,1200.0,1,75
-84.0,3,Telesat-LS7,-448.8995,-448.8995,1015.0,0,72
-84.0,3,Telesat-LS7,-448.8995,-448.8995,1015.0,1,75
-84.0,3,Telesat-LS7,-448.8995,-448.8995,1015.0,2,78
-84.0,3,Telesat-LS7,-448.8995,-448.8995,1015.0,3,96
-84.0,3,Telesat-LS7,-448.8995,-448.8995,1015.0,4,99
-84.0,3,Telesat-LS7,-448.8995,-448.8995,1015.0,5,102
-84.0,4,Kuiper-K3-552,866.0400,386.3020,630.0,0,1
-84.0,4,Kuiper-K3-552,866.0400,386.3020,630.0,1,4
-84.0,4,Kuiper-K3-552,866.0400,386.3020,630.0,2,7
-84.0,4,Kuiper-K3-552,866.0400,386.3020,630.0,3,10
-84.0,4,Kuiper-K3-552,866.0400,386.3020,630.0,4,109
-84.0,4,Kuiper-K3-552,866.0400,386.3020,630.0,5,112
-84.0,4,Kuiper-K3-552,866.0400,386.3020,630.0,6,115
-84.0,4,Kuiper-K3-552,866.0400,386.3020,630.0,7,118
-82.0,1,Starlink-1247,-851.5800,214.4210,550.0,0,13
